datetime,prediction,close
2020-01-02 09:30:00-05:00,60.032867,59.7125
2020-01-02 09:45:00-05:00,60.090816,59.7175
2020-01-02 10:00:00-05:00,60.03072,59.75
2020-01-02 10:15:00-05:00,59.8187,59.5175
2020-01-02 10:30:00-05:00,59.74086,59.4425
2020-01-02 10:45:00-05:00,59.768707,59.495
2020-01-02 11:00:00-05:00,59.73259,59.4525
2020-01-02 11:15:00-05:00,59.74535,59.4163
2020-01-02 11:30:00-05:00,59.75001,59.4425
2020-01-02 11:45:00-05:00,59.671604,59.4225
2020-01-02 12:00:00-05:00,59.911736,59.5375
2020-01-02 12:15:00-05:00,59.718254,59.4636
2020-01-02 12:30:00-05:00,59.878918,59.55
2020-01-02 12:45:00-05:00,59.993156,59.765
2020-01-02 13:00:00-05:00,60.005993,59.7597
2020-01-02 13:15:00-05:00,59.881496,59.6475
2020-01-02 13:30:00-05:00,60.046993,59.7291
2020-01-02 13:45:00-05:00,60.00536,59.7875
2020-01-02 14:00:00-05:00,60.187267,59.83
2020-01-02 14:15:00-05:00,60.107037,59.8963
2020-01-02 14:30:00-05:00,60.25273,59.94
2020-01-02 14:45:00-05:00,60.241604,59.92
2020-01-02 15:00:00-05:00,60.160355,59.8688
2020-01-02 15:15:00-05:00,60.1028,59.8775
2020-01-02 15:30:00-05:00,60.116177,59.81
2020-01-02 15:45:00-05:00,60.06141,59.8612
2020-01-03 09:30:00-05:00,59.064182,58.8475
2020-01-03 09:45:00-05:00,59.523296,59.2375
2020-01-03 10:00:00-05:00,59.344715,59.1571
2020-01-03 10:15:00-05:00,59.225266,59.0425
2020-01-03 10:30:00-05:00,59.202385,59.015
2020-01-03 10:45:00-05:00,59.487343,59.2
2020-01-03 11:00:00-05:00,59.26535,58.9975
2020-01-03 11:15:00-05:00,59.17537,58.9981
2020-01-03 11:30:00-05:00,59.183712,59.0107
2020-01-03 11:45:00-05:00,59.279305,59.096
2020-01-03 12:00:00-05:00,59.332664,59.1625
2020-01-03 12:15:00-05:00,59.603943,59.33
2020-01-03 12:30:00-05:00,59.4573,59.3
2020-01-03 12:45:00-05:00,59.599285,59.42
2020-01-03 13:00:00-05:00,59.52792,59.3637
2020-01-03 13:15:00-05:00,59.528206,59.26
2020-01-03 13:30:00-05:00,59.440422,59.27
2020-01-03 13:45:00-05:00,59.36889,59.2029
2020-01-03 14:00:00-05:00,59.38519,59.2225
2020-01-03 14:15:00-05:00,59.325596,59.07
2020-01-03 14:30:00-05:00,59.32696,59.0785
2020-01-03 14:45:00-05:00,59.237644,59.0725
2020-01-03 15:00:00-05:00,59.298077,59.145
2020-01-03 15:15:00-05:00,59.35531,59.1925
2020-01-03 15:30:00-05:00,59.309856,59.16
2020-01-03 15:45:00-05:00,59.451767,59.2
2020-01-06 09:30:00-05:00,58.27903,58.1175
2020-01-06 09:45:00-05:00,58.544903,58.29
2020-01-06 10:00:00-05:00,58.773018,58.605
2020-01-06 10:15:00-05:00,58.83352,58.595
2020-01-06 10:30:00-05:00,59.08264,58.945
2020-01-06 10:45:00-05:00,59.353493,59.135
2020-01-06 11:00:00-05:00,59.288593,59.1775
2020-01-06 11:15:00-05:00,59.240185,59.1025
2020-01-06 11:30:00-05:00,59.27675,59.0725
2020-01-06 11:45:00-05:00,59.26378,59.155
2020-01-06 12:00:00-05:00,59.224213,59.1125
2020-01-06 12:15:00-05:00,59.077137,58.865
2020-01-06 12:30:00-05:00,59.10495,58.905
2020-01-06 12:45:00-05:00,59.071815,58.9705
2020-01-06 13:00:00-05:00,58.985657,58.875
2020-01-06 13:15:00-05:00,59.17461,58.9775
2020-01-06 13:30:00-05:00,59.12098,59.0044
2020-01-06 13:45:00-05:00,59.254887,59.085
2020-01-06 14:00:00-05:00,59.176582,58.995
2020-01-06 14:15:00-05:00,59.223644,59.1225
2020-01-06 14:30:00-05:00,59.240597,59.1575
2020-01-06 14:45:00-05:00,59.23509,59.135
2020-01-06 15:00:00-05:00,59.2129,59.1325
2020-01-06 15:15:00-05:00,59.237827,59.155
2020-01-06 15:30:00-05:00,59.295143,59.115
2020-01-06 15:45:00-05:00,59.37812,59.2125
2020-01-07 09:30:00-05:00,59.595676,59.5025
2020-01-07 09:45:00-05:00,59.34039,59.1888
2020-01-07 10:00:00-05:00,59.8731,59.7225
2020-01-07 10:15:00-05:00,59.98197,59.9159
2020-01-07 10:30:00-05:00,59.874226,59.8025
2020-01-07 10:45:00-05:00,59.831097,59.7575
2020-01-07 11:00:00-05:00,60.486313,60.3321
2020-01-07 11:15:00-05:00,60.35629,60.2912
2020-01-07 11:30:00-05:00,60.354916,60.23
2020-01-07 11:45:00-05:00,60.275337,60.22
2020-01-07 12:00:00-05:00,60.22728,60.175
2020-01-07 12:15:00-05:00,60.132797,60.105
2020-01-07 12:30:00-05:00,60.381264,60.2725
2020-01-07 12:45:00-05:00,60.34358,60.3063
2020-01-07 13:00:00-05:00,60.37049,60.3363
2020-01-07 13:15:00-05:00,60.31718,60.2963
2020-01-07 13:30:00-05:00,60.32148,60.2763
2020-01-07 13:45:00-05:00,60.24763,60.14
2020-01-07 14:00:00-05:00,60.154602,60.125
2020-01-07 14:15:00-05:00,60.058712,59.965
2020-01-07 14:30:00-05:00,60.01229,59.985
2020-01-07 14:45:00-05:00,60.02427,59.9875
2020-01-07 15:00:00-05:00,60.072994,60.0465
2020-01-07 15:15:00-05:00,60.1459,60.0563
2020-01-07 15:30:00-05:00,60.182495,60.0875
2020-01-07 15:45:00-05:00,60.235203,60.1475
2020-01-08 09:30:00-05:00,59.939007,59.9125
2020-01-08 09:45:00-05:00,60.02624,59.9425
2020-01-08 10:00:00-05:00,59.97497,59.9524
2020-01-08 10:15:00-05:00,59.92077,59.8975
2020-01-08 10:30:00-05:00,60.016815,59.9325
2020-01-08 10:45:00-05:00,59.740757,59.719
2020-01-08 11:00:00-05:00,59.687656,59.6673
2020-01-08 11:15:00-05:00,59.805664,59.7225
2020-01-08 11:30:00-05:00,60.026455,59.9463
2020-01-08 11:45:00-05:00,60.36619,60.345
2020-01-08 12:00:00-05:00,60.211357,60.1925
2020-01-08 12:15:00-05:00,60.250824,60.2275
2020-01-08 12:30:00-05:00,60.247894,60.225
2020-01-08 12:45:00-05:00,60.232475,60.2188
2020-01-08 13:00:00-05:00,60.30856,60.2843
2020-01-08 13:15:00-05:00,60.33092,60.2578
2020-01-08 13:30:00-05:00,60.299618,60.2725
2020-01-08 13:45:00-05:00,60.428173,60.3675
2020-01-08 14:00:00-05:00,60.242577,60.2275
2020-01-08 14:15:00-05:00,60.369625,60.3488
2020-01-08 14:30:00-05:00,60.332985,60.315
2020-01-08 14:45:00-05:00,60.31627,60.3025
2020-01-08 15:00:00-05:00,60.29949,60.2868
2020-01-08 15:15:00-05:00,60.488903,60.4263
2020-01-08 15:30:00-05:00,60.381344,60.3538
2020-01-08 15:45:00-05:00,60.228188,60.22
2020-01-09 09:30:00-05:00,60.905632,60.8875
2020-01-09 09:45:00-05:00,61.051586,60.995
2020-01-09 10:00:00-05:00,61.29162,61.285
2020-01-09 10:15:00-05:00,61.113564,61.1
2020-01-09 10:30:00-05:00,61.083717,61.075
2020-01-09 10:45:00-05:00,61.176308,61.1633
2020-01-09 11:00:00-05:00,61.13813,61.1275
2020-01-09 11:15:00-05:00,61.135498,61.13
2020-01-09 11:30:00-05:00,60.905064,60.8875
2020-01-09 11:45:00-05:00,60.986282,60.9725
2020-01-09 12:00:00-05:00,60.969902,60.9575
2020-01-09 12:15:00-05:00,60.959755,60.9525
2020-01-09 12:30:00-05:00,60.66944,60.6625
2020-01-09 12:45:00-05:00,60.28754,60.2621
2020-01-09 13:00:00-05:00,60.611824,60.5893
2020-01-09 13:15:00-05:00,60.631233,60.6275
2020-01-09 13:30:00-05:00,60.575848,60.5625
2020-01-09 13:45:00-05:00,60.627888,60.6149
2020-01-09 14:00:00-05:00,60.684505,60.6825
2020-01-09 14:15:00-05:00,60.67142,60.6673
2020-01-09 14:30:00-05:00,60.79875,60.8
2020-01-09 14:45:00-05:00,60.87509,60.8625
2020-01-09 15:00:00-05:00,60.826878,60.825
2020-01-09 15:15:00-05:00,60.6851,60.6775
2020-01-09 15:30:00-05:00,60.68341,60.6725
2020-01-09 15:45:00-05:00,60.739388,60.7325
2020-01-10 09:30:00-05:00,61.82357,61.825
2020-01-10 09:45:00-05:00,61.781048,61.7746
2020-01-10 10:00:00-05:00,61.600166,61.615
2020-01-10 10:15:00-05:00,61.595276,61.5873
2020-01-10 10:30:00-05:00,61.829967,61.8264
2020-01-10 10:45:00-05:00,61.891396,61.8863
2020-01-10 11:00:00-05:00,61.788136,61.7879
2020-01-10 11:15:00-05:00,61.75817,61.7575
2020-01-10 11:30:00-05:00,61.660275,61.655
2020-01-10 11:45:00-05:00,61.546272,61.5406
2020-01-10 12:00:00-05:00,61.569427,61.575
2020-01-10 12:15:00-05:00,61.19937,61.1877
2020-01-10 12:30:00-05:00,61.311523,61.2975
2020-01-10 12:45:00-05:00,61.290344,61.2875
2020-01-10 13:00:00-05:00,61.25847,61.2575
2020-01-10 13:15:00-05:00,61.418957,61.41
2020-01-10 13:30:00-05:00,61.30885,61.305
2020-01-10 13:45:00-05:00,61.392155,61.3888
2020-01-10 14:00:00-05:00,61.332886,61.3325
2020-01-10 14:15:00-05:00,61.216316,61.2125
2020-01-10 14:30:00-05:00,61.22607,61.2225
2020-01-10 14:45:00-05:00,61.181545,61.1788
2020-01-10 15:00:00-05:00,61.273705,61.2725
2020-01-10 15:15:00-05:00,61.142277,61.1389
2020-01-10 15:30:00-05:00,61.13241,61.1294
