datetime,portfolio_value,cash,return
2020-01-02 09:30:00-05:00,100000.0,100000.0,
2020-01-02 09:45:00-05:00,100000.0,100000.0,0.0
2020-01-02 10:00:00-05:00,100000.0,100000.0,0.0
2020-01-02 10:15:00-05:00,100000.0,100000.0,0.0
2020-01-02 10:30:00-05:00,100000.0,100000.0,0.0
2020-01-02 10:45:00-05:00,100000.0,100000.0,0.0
2020-01-02 11:00:00-05:00,100000.0,100000.0,0.0
2020-01-02 11:15:00-05:00,100000.0,100000.0,0.0
2020-01-02 11:30:00-05:00,100000.0,100000.0,0.0
2020-01-02 11:45:00-05:00,100000.0,100000.0,0.0
2020-01-02 12:00:00-05:00,100000.0,100000.0,0.0
2020-01-02 12:15:00-05:00,100000.0,100000.0,0.0
2020-01-02 12:30:00-05:00,100000.0,100000.0,0.0
2020-01-02 12:45:00-05:00,100000.0,100000.0,0.0
2020-01-02 13:00:00-05:00,100000.0,100000.0,0.0
2020-01-02 13:15:00-05:00,100000.0,100000.0,0.0
2020-01-02 13:30:00-05:00,100000.0,100000.0,0.0
2020-01-02 13:45:00-05:00,100000.0,100000.0,0.0
2020-01-02 14:00:00-05:00,100000.0,100000.0,0.0
2020-01-02 14:15:00-05:00,100000.0,100000.0,0.0
2020-01-02 14:30:00-05:00,100000.0,100000.0,0.0
2020-01-02 14:45:00-05:00,100000.0,100000.0,0.0
2020-01-02 15:00:00-05:00,100000.0,100000.0,0.0
2020-01-02 15:15:00-05:00,100000.0,100000.0,0.0
2020-01-02 15:30:00-05:00,100000.0,100000.0,0.0
2020-01-02 15:45:00-05:00,100000.0,100000.0,0.0
2020-01-02 16:00:00-05:00,100000.0,100000.0,0.0
2020-01-03 09:30:00-05:00,100000.0,100000.0,0.0
2020-01-03 09:45:00-05:00,100000.0,100000.0,0.0
2020-01-03 10:00:00-05:00,100000.0,100000.0,0.0
2020-01-03 10:15:00-05:00,100000.0,100000.0,0.0
2020-01-03 10:30:00-05:00,100000.0,100000.0,0.0
2020-01-03 10:45:00-05:00,100000.0,100000.0,0.0
2020-01-03 11:00:00-05:00,100000.0,100000.0,0.0
2020-01-03 11:15:00-05:00,100000.0,100000.0,0.0
2020-01-03 11:30:00-05:00,100000.0,100000.0,0.0
2020-01-03 11:45:00-05:00,100000.0,100000.0,0.0
2020-01-03 12:00:00-05:00,100000.0,100000.0,0.0
2020-01-03 12:15:00-05:00,100000.0,100000.0,0.0
2020-01-03 12:30:00-05:00,100000.0,100000.0,0.0
2020-01-03 12:45:00-05:00,100000.0,100000.0,0.0
2020-01-03 13:00:00-05:00,100000.0,100000.0,0.0
2020-01-03 13:15:00-05:00,100000.0,100000.0,0.0
2020-01-03 13:30:00-05:00,100000.0,100000.0,0.0
2020-01-03 13:45:00-05:00,100000.0,100000.0,0.0
2020-01-03 14:00:00-05:00,100000.0,100000.0,0.0
2020-01-03 14:15:00-05:00,100000.0,100000.0,0.0
2020-01-03 14:30:00-05:00,100000.0,100000.0,0.0
2020-01-03 14:45:00-05:00,100000.0,100000.0,0.0
2020-01-03 15:00:00-05:00,100000.0,100000.0,0.0
2020-01-03 15:15:00-05:00,100000.0,100000.0,0.0
2020-01-03 15:30:00-05:00,100000.0,100000.0,0.0
2020-01-03 15:45:00-05:00,100000.0,100000.0,0.0
2020-01-03 16:00:00-05:00,100000.0,100000.0,0.0
2020-01-06 09:30:00-05:00,100000.0,100000.0,0.0
2020-01-06 09:45:00-05:00,100000.0,100000.0,0.0
2020-01-06 10:00:00-05:00,100000.0,100000.0,0.0
2020-01-06 10:15:00-05:00,100000.0,100000.0,0.0
2020-01-06 10:30:00-05:00,100000.0,100000.0,0.0
2020-01-06 10:45:00-05:00,100000.0,100000.0,0.0
2020-01-06 11:00:00-05:00,100000.0,100000.0,0.0
2020-01-06 11:15:00-05:00,100000.0,100000.0,0.0
2020-01-06 11:30:00-05:00,100000.0,100000.0,0.0
2020-01-06 11:45:00-05:00,100000.0,100000.0,0.0
2020-01-06 12:00:00-05:00,100000.0,100000.0,0.0
2020-01-06 12:15:00-05:00,100000.0,100000.0,0.0
2020-01-06 12:30:00-05:00,100000.0,100000.0,0.0
2020-01-06 12:45:00-05:00,100000.0,100000.0,0.0
2020-01-06 13:00:00-05:00,100000.0,100000.0,0.0
2020-01-06 13:15:00-05:00,100000.0,100000.0,0.0
2020-01-06 13:30:00-05:00,100000.0,100000.0,0.0
2020-01-06 13:45:00-05:00,100000.0,100000.0,0.0
2020-01-06 14:00:00-05:00,100000.0,100000.0,0.0
2020-01-06 14:15:00-05:00,100000.0,100000.0,0.0
2020-01-06 14:30:00-05:00,100000.0,100000.0,0.0
2020-01-06 14:45:00-05:00,100000.0,100000.0,0.0
2020-01-06 15:00:00-05:00,100000.0,100000.0,0.0
2020-01-06 15:15:00-05:00,100000.0,100000.0,0.0
2020-01-06 15:30:00-05:00,100000.0,100000.0,0.0
2020-01-06 15:45:00-05:00,100000.0,100000.0,0.0
2020-01-06 16:00:00-05:00,100000.0,100000.0,0.0
2020-01-07 09:30:00-05:00,100000.0,100000.0,0.0
2020-01-07 09:45:00-05:00,100000.0,100000.0,0.0
2020-01-07 10:00:00-05:00,100000.0,100000.0,0.0
2020-01-07 10:15:00-05:00,100000.0,100000.0,0.0
2020-01-07 10:30:00-05:00,100000.0,100000.0,0.0
2020-01-07 10:45:00-05:00,100000.0,100000.0,0.0
2020-01-07 11:00:00-05:00,100000.0,100000.0,0.0
2020-01-07 11:15:00-05:00,100000.0,100000.0,0.0
2020-01-07 11:30:00-05:00,100000.0,100000.0,0.0
2020-01-07 11:45:00-05:00,100000.0,100000.0,0.0
2020-01-07 12:00:00-05:00,100000.0,100000.0,0.0
2020-01-07 12:15:00-05:00,100000.0,100000.0,0.0
2020-01-07 12:30:00-05:00,100000.0,100000.0,0.0
2020-01-07 12:45:00-05:00,100000.0,100000.0,0.0
2020-01-07 13:00:00-05:00,100000.0,100000.0,0.0
2020-01-07 13:15:00-05:00,100000.0,100000.0,0.0
2020-01-07 13:30:00-05:00,100000.0,100000.0,0.0
2020-01-07 13:45:00-05:00,100000.0,100000.0,0.0
2020-01-07 14:00:00-05:00,100000.0,100000.0,0.0
2020-01-07 14:15:00-05:00,100000.0,100000.0,0.0
2020-01-07 14:30:00-05:00,100000.0,100000.0,0.0
2020-01-07 14:45:00-05:00,100000.0,100000.0,0.0
2020-01-07 15:00:00-05:00,100000.0,100000.0,0.0
2020-01-07 15:15:00-05:00,100000.0,100000.0,0.0
2020-01-07 15:30:00-05:00,100000.0,100000.0,0.0
2020-01-07 15:45:00-05:00,100000.0,100000.0,0.0
2020-01-07 16:00:00-05:00,100000.0,100000.0,0.0
2020-01-08 09:30:00-05:00,100000.0,100000.0,0.0
2020-01-08 09:45:00-05:00,100000.0,100000.0,0.0
2020-01-08 10:00:00-05:00,100000.0,100000.0,0.0
2020-01-08 10:15:00-05:00,100000.0,100000.0,0.0
2020-01-08 10:30:00-05:00,100000.0,100000.0,0.0
2020-01-08 10:45:00-05:00,100000.0,100000.0,0.0
2020-01-08 11:00:00-05:00,100000.0,100000.0,0.0
2020-01-08 11:15:00-05:00,100000.0,100000.0,0.0
