time,strategy,symbol,side,type,status,multiplier,time_in_force,asset.strike,asset.multiplier,asset.asset_type,price,filled_quantity,trade_cost
2022-12-02 09:30:00-05:00,StockMachineLearningLstm,NVDA,buy,market,new,1,gtc,0.0,1,stock,,,
2022-12-02 09:30:00-05:00,StockMachineLearningLstm,NVDA,buy,market,fill,1,gtc,0.0,1,stock,166.59,452,0.0
2022-12-13 09:30:00-05:00,StockMachineLearningLstm,NVDA,sell,market,new,1,gtc,0.0,1,stock,,,
2022-12-13 09:30:00-05:00,StockMachineLearningLstm,NVDA,sell,market,fill,1,gtc,0.0,1,stock,185.31,432,0.0
2022-12-16 09:30:00-05:00,StockMachineLearningLstm,NVDA,buy,market,new,1,gtc,0.0,1,stock,,,
2022-12-16 09:30:00-05:00,StockMachineLearningLstm,NVDA,buy,market,fill,1,gtc,0.0,1,stock,168.642,469,0.0
2022-12-27 09:30:00-05:00,StockMachineLearningLstm,NVDA,sell,market,new,1,gtc,0.0,1,stock,,,
2022-12-27 09:30:00-05:00,StockMachineLearningLstm,NVDA,sell,market,fill,1,gtc,0.0,1,stock,150.74,492,0.0
2023-01-04 10:00:00-05:00,StockMachineLearningLstm,NVDA,buy,market,new,1,gtc,0.0,1,stock,,,
2023-01-04 10:00:00-05:00,StockMachineLearningLstm,NVDA,buy,market,fill,1,gtc,0.0,1,stock,145.23,508,0.0
2023-02-03 09:30:00-05:00,StockMachineLearningLstm,NVDA,sell,market,new,1,gtc,0.0,1,stock,,,
2023-02-03 09:30:00-05:00,StockMachineLearningLstm,NVDA,sell,market,fill,1,gtc,0.0,1,stock,210.0,439,0.0
2023-02-03 10:00:00-05:00,StockMachineLearningLstm,NVDA,buy,market,new,1,gtc,0.0,1,stock,,,
2023-02-03 10:00:00-05:00,StockMachineLearningLstm,NVDA,buy,market,fill,1,gtc,0.0,1,stock,215.12,430,0.0
